AUC,AP,Accuracy,Sensitivity,Precision,F1-Score,Brier Score,Optimal Threshold,Specificity,NPV,C-Index,Calibration_Slope,Calibration_Intercept,EO_Ratio,HL_chi2,HL_p_value,HL_groups,NRI,NRI_event,NRI_nonevent,IDI,IS_new,IS_old,AUC_t12,AUC_t24,AUC_t36,AUC_t48,AUC_t60,C-Index_t12,C-Index_t24,C-Index_t36,C-Index_t48,C-Index_t60
0.8891445686317482,0.8591937831041849,0.8034188034188035,0.7948717948717948,0.808695652173913,0.8017241379310345,0.1525702466170051,0.5847724,0.8119658119658051,0.7983193277310857,0.8297048088621374,5.1948460964189005,-2.7592574760346134,1.035748669136401,29.826409991896323,0.0002268437798570444,10,0.6581196580634086,0.38461538458251154,0.27350427348089706,0.35827783863709195,0.29424345,-0.06403438370392545,0.7688575899843504,0.8657784743991641,0.875523604664327,0.8869047619047619,0.8949764521193093,0.6936416184971098,0.6921287320666926,0.7470881863560732,0.7648980242192479,0.7851670058661558
